timestamp,nitrogenio,fosforo,potassio,chuva,hora,dia,umidade,ph,rendimento,umidade_pred,ph_pred,rendimento_pred
2025-01-07 20:24:00,43.6,123.6,92.1,0,20,7,53.5,6.44,41.64,56.76,6.328,46.81
2025-01-08 00:00:00,118.6,18.9,136.0,0,0,8,47.8,6.84,50.22,60.25,6.304,52.91
2025-01-08 03:36:00,69.5,130.4,21.2,0,3,8,49.6,6.31,40.35,54.75,6.282,48.15
2025-01-08 07:12:00,52.6,9.9,156.9,1,7,8,46.5,6.34,33.54,55.6,6.394,39.64
2025-01-08 10:48:00,53.8,142.9,32.6,0,10,8,57.4,6.4,40.42,57.99,6.295,47.31
2025-01-08 14:24:00,105.2,56.9,80.5,0,14,8,54.7,5.58,38.78,57.42,6.273,49.63
2025-01-08 18:00:00,93.7,51.1,21.6,1,18,8,50.8,6.83,38.1,54.17,6.281,40.74
2025-01-08 21:36:00,135.9,61.7,41.2,0,21,8,63.3,5.87,46.0,60.74,6.223,52.44
2025-01-09 01:12:00,111.1,23.9,197.5,0,1,9,63.8,5.75,50.21,66.59,6.342,57.97
2025-01-09 04:48:00,15.6,135.3,79.9,0,4,9,62.0,6.3,36.28,64.34,6.351,43.69
2025-01-09 08:24:00,23.8,25.9,41.4,0,8,9,61.5,5.64,14.5,64.94,6.305,26.43
2025-01-09 12:00:00,16.1,137.8,27.8,0,12,9,62.8,5.58,27.3,64.84,6.313,38.95
2025-01-09 15:36:00,109.2,136.3,101.6,0,15,9,57.2,5.82,54.25,67.06,6.289,63.7
2025-01-09 19:12:00,139.9,11.7,85.9,0,19,9,72.8,5.51,47.35,68.94,6.239,50.85
2025-01-09 22:48:00,89.2,60.8,172.7,0,22,9,74.2,6.73,60.66,68.95,6.329,55.11
2025-01-10 02:24:00,123.3,105.5,29.1,0,2,10,73.5,6.8,60.19,72.58,6.242,57.06
2025-01-10 06:00:00,118.3,38.3,139.6,1,6,10,72.1,6.26,56.23,72.25,6.338,56.07
2025-01-10 09:36:00,110.8,32.4,102.9,0,9,10,77.9,6.06,52.21,74.21,6.278,50.54
2025-01-10 13:12:00,51.1,130.0,112.2,0,13,10,74.5,6.9,57.45,72.41,6.334,52.75
2025-01-10 16:48:00,113.1,12.3,171.3,0,16,10,70.9,5.56,49.27,71.84,6.308,53.85
2025-01-10 20:24:00,73.2,97.0,154.4,0,20,10,68.7,6.93,58.63,71.45,6.333,55.88
2025-01-11 00:00:00,119.0,132.9,40.3,0,0,11,65.2,5.66,51.8,72.06,6.254,61.57
2025-01-11 03:36:00,13.7,76.8,164.6,1,3,11,59.8,6.61,36.99,70.36,6.43,43.42
2025-01-11 07:12:00,24.1,121.6,56.4,1,7,11,71.3,6.6,41.23,69.42,6.361,41.79
2025-01-11 10:48:00,105.4,118.1,146.3,0,10,11,79.7,5.74,66.01,72.53,6.315,65.61
2025-01-11 14:24:00,43.3,38.0,38.7,0,14,11,80.2,6.95,39.51,72.88,6.281,32.22
2025-01-11 18:00:00,69.8,43.4,10.8,0,18,11,71.5,6.03,32.1,72.11,6.243,35.5
2025-01-11 21:36:00,45.9,68.0,191.1,0,21,11,72.7,6.21,49.85,71.87,6.366,50.06
2025-01-12 01:12:00,46.6,70.9,199.1,0,1,12,72.9,6.47,53.03,78.0,6.386,53.08
2025-01-12 04:48:00,102.6,122.6,80.3,1,4,12,69.1,6.01,55.33,76.69,6.321,60.35
2025-01-12 08:24:00,102.6,43.5,190.8,1,8,12,84.2,6.14,64.7,80.38,6.372,58.97
2025-01-12 12:00:00,41.4,66.2,184.5,0,12,12,92.8,6.31,60.15,79.8,6.371,49.35
2025-01-12 15:36:00,58.9,142.4,31.9,0,15,12,89.6,6.03,55.82,81.19,6.276,49.59
2025-01-12 19:12:00,121.5,36.4,78.1,0,19,12,92.1,6.83,65.89,85.17,6.242,51.21
2025-01-12 22:48:00,138.9,44.4,47.5,0,22,12,94.4,6.93,69.71,84.33,6.21,52.86
2025-01-13 02:24:00,82.5,96.9,31.0,0,2,13,94.2,6.23,58.48,89.47,6.262,49.2
2025-01-13 06:00:00,132.7,134.1,197.4,0,6,13,94.8,6.87,95.21,89.81,6.327,78.97
2025-01-13 09:36:00,129.1,43.0,72.5,0,9,13,94.4,5.57,60.79,91.5,6.241,54.24
2025-01-13 13:12:00,55.9,57.4,186.5,0,13,13,92.8,6.41,62.9,84.76,6.357,51.56
2025-01-13 16:48:00,27.9,39.8,82.5,0,16,13,89.7,6.73,44.69,85.77,6.31,34.05
2025-01-13 20:24:00,84.7,136.0,175.5,0,20,13,89.5,5.84,73.15,83.81,6.335,66.78
2025-01-14 00:00:00,36.9,62.8,136.0,0,0,14,84.9,5.65,45.07,84.24,6.35,45.31
2025-01-14 03:36:00,36.5,125.7,146.0,0,3,14,80.4,6.02,54.53,83.29,6.362,54.66
2025-01-14 07:12:00,101.1,77.8,112.6,1,7,14,77.8,6.12,57.69,82.2,6.327,57.38
2025-01-14 10:48:00,112.0,120.9,34.3,0,10,14,85.8,6.98,68.63,85.98,6.237,58.61
2025-01-14 14:24:00,57.7,17.4,87.1,0,14,14,77.0,6.26,38.04,80.89,6.288,37.86
2025-01-14 18:00:00,20.3,28.0,14.2,0,18,14,75.6,6.55,25.51,80.15,6.269,25.09
2025-01-14 21:36:00,23.2,139.4,184.3,1,21,14,77.1,5.65,52.95,78.78,6.419,55.87
2025-01-15 01:12:00,84.1,56.6,101.0,1,1,15,86.0,6.94,60.14,85.89,6.332,50.84
2025-01-15 04:48:00,85.9,106.5,110.5,1,4,15,93.5,5.91,65.75,85.72,6.34,58.78
2025-01-15 08:24:00,53.9,140.0,104.7,0,8,15,95.0,6.45,67.41,90.86,6.32,56.53
2025-01-15 12:00:00,127.3,7.2,179.4,0,12,15,89.0,6.22,67.15,85.03,6.292,59.13
2025-01-15 15:36:00,72.0,10.5,71.8,0,15,15,85.3,6.23,43.21,85.43,6.265,38.75
2025-01-15 19:12:00,134.3,133.4,123.9,1,19,15,81.9,6.04,75.38,84.46,6.305,72.37
2025-01-15 22:48:00,52.0,6.4,201.3,1,22,15,90.2,6.41,54.99,84.31,6.388,45.03
2025-01-16 02:24:00,79.8,91.5,140.4,0,2,16,94.8,6.95,72.97,92.05,6.32,58.98
2025-01-16 06:00:00,39.5,38.9,111.8,0,6,16,93.6,6.37,49.74,91.63,6.32,40.82
2025-01-16 09:36:00,13.9,56.6,156.2,0,9,16,94.6,5.84,48.06,90.36,6.364,41.94
2025-01-16 13:12:00,94.9,129.9,24.4,0,13,16,93.3,6.55,66.66,90.06,6.236,56.23
2025-01-16 16:48:00,128.2,132.0,25.3,0,16,16,89.3,5.77,66.69,88.98,6.211,63.04
2025-01-16 20:24:00,66.7,22.3,63.1,0,20,16,86.2,6.87,47.63,86.23,6.258,38.65
2025-01-17 00:00:00,13.6,65.3,109.9,0,0,17,81.4,5.51,34.94,79.85,6.343,39.98
2025-01-17 03:36:00,95.6,60.0,41.5,0,3,17,78.7,5.66,44.56,76.89,6.243,49.29
2025-01-17 07:12:00,37.1,45.9,34.2,0,7,17,74.2,6.25,30.73,75.32,6.274,34.75
2025-01-17 10:48:00,62.7,26.7,147.5,0,10,17,69.4,6.93,46.41,72.07,6.317,47.11
2025-01-17 14:24:00,124.6,23.4,164.0,0,14,17,68.7,6.6,58.23,70.39,6.28,60.2
2025-01-17 18:00:00,90.6,39.4,179.9,1,18,17,64.7,6.18,49.62,66.69,6.351,56.53
2025-01-17 21:36:00,121.4,68.0,111.2,0,21,17,77.1,6.55,63.01,75.08,6.251,60.57
2025-01-18 01:12:00,134.7,26.3,19.9,0,1,18,74.6,6.59,50.04,75.36,6.198,51.04
2025-01-18 04:48:00,66.6,116.0,53.9,0,4,18,71.1,5.6,42.54,73.52,6.274,52.76
2025-01-18 08:24:00,31.3,7.1,108.8,0,8,18,74.9,6.76,35.22,74.12,6.313,35.23
2025-01-18 12:00:00,48.0,113.1,143.3,0,12,18,64.8,6.03,46.14,72.96,6.332,56.1
2025-01-18 15:36:00,128.3,5.0,167.5,1,15,18,62.1,6.7,53.72,66.55,6.313,58.8
2025-01-18 19:12:00,98.7,88.7,195.6,0,19,18,70.5,5.56,58.87,70.58,6.318,67.03
2025-01-18 22:48:00,43.1,121.5,16.1,1,22,18,67.9,6.51,38.81,71.17,6.292,44.0
2025-01-19 02:24:00,97.9,26.8,136.0,0,2,19,78.9,5.99,52.01,76.44,6.288,54.51
2025-01-19 06:00:00,63.7,24.9,60.8,0,6,19,80.6,6.81,43.52,77.31,6.264,40.44
2025-01-19 09:36:00,17.1,104.2,22.3,0,9,19,81.9,6.08,36.59,79.23,6.281,38.52
2025-01-19 13:12:00,117.4,91.7,61.7,0,13,19,77.3,6.01,57.11,76.11,6.229,60.04
2025-01-19 16:48:00,121.2,5.1,203.5,0,16,19,76.2,6.17,60.25,71.44,6.296,61.24
2025-01-19 20:24:00,19.9,62.4,121.8,0,20,19,72.0,6.7,39.61,76.91,6.322,41.43
2025-01-20 00:00:00,125.1,102.6,41.6,0,0,20,71.7,5.87,54.17,73.66,6.223,62.59
2025-01-20 03:36:00,116.5,128.1,32.7,0,3,20,67.4,6.31,55.45,70.0,6.224,63.43
2025-01-20 07:12:00,64.3,58.7,91.7,0,7,20,67.2,6.0,38.27,70.71,6.282,48.38
2025-01-20 10:48:00,54.6,59.6,39.5,0,10,20,68.2,5.96,31.53,74.19,6.256,41.71
2025-01-20 14:24:00,62.0,133.3,170.2,0,14,20,64.6,6.45,57.24,66.72,6.334,64.83
2025-01-20 18:00:00,82.8,6.4,132.8,0,18,20,59.7,6.67,39.38,65.96,6.277,47.75
2025-01-20 21:36:00,112.1,109.6,189.9,0,21,20,56.7,6.09,61.6,64.93,6.301,72.82
2025-01-21 01:12:00,54.0,13.3,179.1,0,1,21,73.6,5.93,41.52,72.32,6.338,48.66
2025-01-21 04:48:00,81.7,76.3,168.7,0,4,21,73.2,5.73,53.57,72.34,6.318,61.81
2025-01-21 08:24:00,16.2,47.2,132.9,0,8,21,69.6,6.07,32.23,73.06,6.335,41.24
2025-01-21 12:00:00,138.7,80.1,68.5,1,12,21,65.8,5.59,51.37,73.07,6.252,63.96
2025-01-21 15:36:00,131.8,38.6,152.9,0,15,21,73.9,5.98,59.63,72.11,6.259,64.42
2025-01-21 19:12:00,79.2,97.1,50.9,0,19,21,73.3,5.62,43.73,72.78,6.24,52.68
2025-01-21 22:48:00,30.0,62.5,204.9,0,22,21,73.7,6.38,48.73,74.21,6.357,51.62
2025-01-22 02:24:00,112.1,33.2,99.9,0,2,22,67.9,5.98,46.06,71.79,6.25,56.3
2025-01-22 06:00:00,113.5,103.0,167.4,0,6,22,73.1,6.58,69.55,72.42,6.294,72.04
2025-01-22 09:36:00,52.4,120.8,111.4,0,9,22,73.3,6.83,55.23,73.9,6.303,57.13
2025-01-22 13:12:00,92.8,14.9,124.6,1,13,22,68.5,6.65,46.62,69.58,6.305,51.13
2025-01-22 16:48:00,60.9,85.0,136.8,1,16,22,75.6,5.57,47.5,75.4,6.341,55.39
2025-01-22 20:24:00,56.8,85.8,150.1,0,20,22,89.3,6.69,63.33,79.9,6.308,55.87
2025-01-23 00:00:00,73.9,127.6,72.0,0,0,23,89.0,6.81,65.76,85.28,6.271,59.87
2025-01-23 03:36:00,125.1,71.0,145.7,0,3,23,86.3,6.59,73.11,82.96,6.269,68.6
2025-01-23 07:12:00,76.0,65.9,94.2,0,7,23,82.8,5.71,48.99,83.24,6.269,53.24
2025-01-23 10:48:00,92.7,109.0,99.4,0,10,23,81.0,6.51,63.33,81.43,6.263,62.82
2025-01-23 14:24:00,84.3,128.5,90.0,0,14,23,75.1,6.78,61.73,80.4,6.262,62.75
2025-01-23 18:00:00,131.1,56.9,18.9,1,18,23,69.7,5.62,44.13,82.53,6.215,55.26
2025-01-23 21:36:00,131.3,112.7,202.5,0,21,23,81.8,6.43,82.09,80.53,6.288,79.51
2025-01-24 01:12:00,18.5,43.1,133.3,0,1,24,80.6,5.85,37.02,88.41,6.331,42.93
2025-01-24 04:48:00,10.2,119.4,159.1,1,4,24,81.4,6.87,55.54,85.26,6.399,53.71
2025-01-24 08:24:00,105.8,94.8,82.1,0,8,24,90.0,5.58,61.43,87.84,6.241,62.48
2025-01-24 12:00:00,14.2,144.1,173.1,0,12,24,88.0,6.02,59.27,86.28,6.361,58.92
2025-01-24 15:36:00,97.4,38.2,86.5,0,15,24,88.0,5.8,52.58,86.79,6.236,52.87
2025-01-24 19:12:00,65.2,130.1,126.9,0,19,24,86.6,6.81,68.23,86.86,6.29,62.56
2025-01-24 22:48:00,84.4,122.4,53.8,0,22,24,83.0,5.51,53.43,86.37,6.23,58.59
2025-01-25 02:24:00,137.9,60.1,193.0,1,2,25,79.8,6.22,72.78,83.07,6.322,74.54
2025-01-25 06:00:00,18.5,77.3,158.2,1,6,25,90.3,6.45,53.71,88.79,6.383,49.74
2025-01-25 09:36:00,16.7,9.1,41.3,0,9,25,95.0,5.85,31.2,91.37,6.264,29.53
2025-01-25 13:12:00,79.6,48.8,68.3,0,13,25,93.8,6.19,54.37,90.26,6.238,49.74
2025-01-25 16:48:00,107.0,30.3,94.8,0,16,25,89.2,6.33,58.58,86.36,6.229,54.8
2025-01-25 20:24:00,61.1,84.7,37.7,0,20,25,89.2,5.9,47.81,88.44,6.231,47.83
2025-01-26 00:00:00,136.7,43.3,103.7,0,0,26,88.4,6.42,67.74,84.7,6.227,64.82
2025-01-26 03:36:00,80.5,34.9,70.6,0,3,26,87.6,6.96,54.46,87.4,6.243,49.29
2025-01-26 07:12:00,121.4,68.5,105.6,0,7,26,84.0,6.44,65.75,84.26,6.236,64.97
2025-01-26 10:48:00,111.2,40.9,38.6,0,10,26,80.9,6.0,48.51,85.3,6.198,52.92
2025-01-26 14:24:00,97.4,19.1,98.0,0,14,26,79.4,5.89,46.75,83.02,6.236,52.18
2025-01-26 18:00:00,110.6,134.3,72.3,1,18,26,77.1,5.71,60.45,85.49,6.262,67.99
2025-01-26 21:36:00,87.8,108.4,21.4,1,21,26,83.7,6.03,52.93,84.83,6.242,55.1
2025-01-27 01:12:00,67.0,120.2,116.7,1,1,27,95.0,6.69,70.26,91.14,6.33,62.86
2025-01-27 04:48:00,47.1,88.0,117.7,1,4,27,95.0,5.78,55.58,91.59,6.337,54.31
2025-01-27 08:24:00,61.7,113.9,99.3,1,8,27,95.0,5.82,60.75,89.27,6.316,58.91
2025-01-27 12:00:00,131.8,67.9,70.2,0,12,27,95.0,5.84,66.72,90.37,6.201,63.9
2025-01-27 15:36:00,96.0,116.3,89.7,0,15,27,87.2,5.91,63.64,86.54,6.241,65.02
2025-01-27 19:12:00,71.9,61.2,95.0,0,19,27,86.5,5.74,49.86,88.38,6.25,52.77
2025-01-27 22:48:00,15.0,103.0,154.8,0,22,27,87.4,5.8,50.18,87.57,6.327,52.37
2025-01-28 02:24:00,32.5,86.3,189.3,0,2,28,84.6,5.86,53.79,84.55,6.349,58.39
2025-01-28 06:00:00,106.4,70.4,83.9,0,6,28,84.2,5.9,57.19,84.63,6.23,61.24
2025-01-28 09:36:00,79.1,33.2,91.2,0,9,28,79.1,6.48,47.87,82.94,6.245,51.08
2025-01-28 13:12:00,63.7,130.3,46.7,0,13,28,81.4,5.71,49.81,85.72,6.239,57.25
2025-01-28 16:48:00,120.3,101.1,82.9,0,16,28,78.8,6.97,68.35,82.39,6.214,67.52
2025-01-28 20:24:00,64.8,117.4,52.1,1,20,28,77.1,6.61,52.33,82.7,6.273,55.43
2025-01-29 00:00:00,121.8,106.1,49.8,0,0,29,86.3,6.74,68.89,87.96,6.206,67.05
2025-01-29 03:36:00,54.9,130.3,204.5,1,3,29,89.3,5.92,69.23,86.72,6.384,70.43
2025-01-29 07:12:00,111.3,82.9,10.9,1,7,29,95.0,5.65,57.35,91.57,6.221,57.53
2025-01-29 10:48:00,136.0,109.0,20.6,1,10,29,89.8,6.03,66.75,89.74,6.21,66.75
2025-01-29 14:24:00,11.7,129.1,126.4,0,14,29,95.0,6.52,59.45,91.74,6.318,54.2
2025-01-29 18:00:00,116.4,44.8,87.9,0,18,29,92.1,6.07,61.84,90.38,6.208,59.67
2025-01-29 21:36:00,75.4,138.7,61.8,0,21,29,89.0,5.68,59.09,88.83,6.231,62.0
2025-01-30 01:12:00,76.6,22.6,162.6,0,1,30,86.7,6.83,59.52,86.93,6.29,56.88
2025-01-30 04:48:00,28.9,21.4,59.0,0,4,30,86.8,6.83,39.08,89.33,6.259,37.75
2025-01-30 08:24:00,52.2,10.2,126.2,0,8,30,87.4,6.79,49.16,88.96,6.277,46.58
2025-01-30 12:00:00,41.4,89.5,201.4,1,12,30,84.5,6.36,60.6,86.21,6.375,61.63
2025-01-30 15:36:00,30.7,23.0,43.5,1,15,30,91.9,6.77,40.69,91.58,6.278,35.96
2025-01-30 19:12:00,26.6,17.8,132.3,0,19,30,93.4,6.65,47.81,91.1,6.29,42.34
2025-01-30 22:48:00,129.2,26.1,96.1,0,22,30,94.3,6.15,64.59,91.05,6.196,60.52
2025-01-31 02:24:00,81.0,32.1,38.7,0,2,31,95.0,6.05,49.23,91.54,6.211,48.38
